,f,alpha,c,U_infinity,delta,SSPL,ground_truth
764,800,0.0,0.0508,31.7,0.000812164,0.516127316722951,0
765,1000,0.0,0.0508,31.7,0.000812164,0.6222245858483797,0
766,1250,0.0,0.0508,31.7,0.000812164,0.6884356635732716,0
767,1600,0.0,0.0508,31.7,0.000812164,0.7347036455978939,0
768,2000,0.0,0.0508,31.7,0.000812164,0.7878852341319433,0
769,2500,0.0,0.0508,31.7,0.000812164,0.8373441114686098,0
770,3150,0.0,0.0508,31.7,0.000812164,0.8538304039141655,0
771,4000,0.0,0.0508,31.7,0.000812164,0.8171351078256714,0
772,5000,0.0,0.0508,31.7,0.000812164,0.793735208870689,0
773,6300,0.0,0.0508,31.7,0.000812164,0.7168878134389876,0
774,8000,0.0,0.0508,31.7,0.000812164,0.6171723349376448,0
775,10000,0.0,0.0508,31.7,0.000812164,0.5070864466721625,0
776,12500,0.0,0.0508,31.7,0.000812164,0.6313092536283866,1
777,1600,4.2,0.0508,71.3,0.00142788,0.5567580503629643,0
778,2000,4.2,0.0508,71.3,0.00142788,0.5668857555745175,1
779,2500,4.2,0.0508,71.3,0.00142788,0.4459292328842358,1
780,3150,4.2,0.0508,71.3,0.00142788,0.8069774244156669,0
781,4000,4.2,0.0508,71.3,0.00142788,0.803520621160954,0
782,5000,4.2,0.0508,71.3,0.00142788,1.1048107006420627,1
783,6300,4.2,0.0508,71.3,0.00142788,0.6894461137554178,0
784,8000,4.2,0.0508,71.3,0.00142788,0.582019304916638,0
785,10000,4.2,0.0508,71.3,0.00142788,0.47485840402052837,0
786,12500,4.2,0.0508,71.3,0.00142788,0.3708883984364615,0
787,1000,4.2,0.0508,39.6,0.00152689,0.5920972159438405,0
788,1250,4.2,0.0508,39.6,0.00152689,0.6660196240061698,0
789,1600,4.2,0.0508,39.6,0.00152689,0.9435584918017633,1
790,2000,4.2,0.0508,39.6,0.00152689,0.7766373281569927,0
791,2500,4.2,0.0508,39.6,0.00152689,0.8101417289334436,0
792,3150,4.2,0.0508,39.6,0.00152689,0.8032281224240174,0
793,4000,4.2,0.0508,39.6,0.00152689,0.7558965086287133,0
794,5000,4.2,0.0508,39.6,0.00152689,0.701917196266653,0
795,6300,4.2,0.0508,39.6,0.00152689,0.5939585715425322,0
796,8000,4.2,0.0508,39.6,0.00152689,0.4524955460419604,0
797,10000,4.2,0.0508,39.6,0.00152689,0.3612891217060654,0
798,800,8.4,0.0508,71.3,0.00529514,0.6428590421995906,0
799,1000,8.4,0.0508,71.3,0.00529514,0.7064110404977799,0
800,1250,8.4,0.0508,71.3,0.00529514,0.7633153402292132,0
801,1600,8.4,0.0508,71.3,0.00529514,0.8101151381391767,0
802,2000,8.4,0.0508,71.3,0.00529514,0.8268673385274021,0
803,2500,8.4,0.0508,71.3,0.00529514,0.8202196399606456,0
804,3150,8.4,0.0508,71.3,0.00529514,0.76012444491717,0
805,4000,8.4,0.0508,71.3,0.00529514,0.6261068418113651,0
806,5000,8.4,0.0508,71.3,0.00529514,0.4724120509479621,0
807,400,8.4,0.0508,55.5,0.00544854,0.4840056372483845,0
808,500,8.4,0.0508,55.5,0.00544854,0.5414417528651585,0
809,630,8.4,0.0508,55.5,0.00544854,0.6055255670486881,0
810,800,8.4,0.0508,55.5,0.00544854,0.6696093812322177,0
811,1000,8.4,0.0508,55.5,0.00544854,1.1479395524238467,1
812,1250,8.4,0.0508,55.5,0.00544854,0.7677294120775393,0
813,1600,8.4,0.0508,55.5,0.00544854,0.7884702316058187,0
814,2000,8.4,0.0508,55.5,0.00544854,0.7887361395484884,0
815,2500,8.4,0.0508,55.5,0.00544854,0.7488499481479516,0
816,3150,8.4,0.0508,55.5,0.00544854,0.665354854149494,0
817,4000,8.4,0.0508,55.5,0.00544854,0.51139415534342,0
818,5000,8.4,0.0508,55.5,0.00544854,0.8062716104575379,1
819,400,8.4,0.0508,39.6,0.00566229,0.4423378626319572,0
820,500,8.4,0.0508,39.6,0.00566229,0.5191852580636587,0
821,630,8.4,0.0508,39.6,0.00566229,0.6026803520621162,0
822,800,8.4,0.0508,39.6,0.00566229,0.4429290103882521,1
823,1000,8.4,0.0508,39.6,0.00566229,0.7130321482702686,0
824,1250,8.4,0.0508,39.6,0.00566229,0.7398888504799643,0
825,1600,8.4,0.0508,39.6,0.00566229,0.7335070598558784,0
826,2000,8.4,0.0508,39.6,0.00566229,0.7069162655888532,0
827,2500,8.4,0.0508,39.6,0.00566229,0.6404392799212917,0
828,3150,8.4,0.0508,39.6,0.00566229,0.547371499986705,0
829,4000,8.4,0.0508,39.6,0.00566229,0.4141516207089109,0
830,400,8.4,0.0508,31.7,0.00580776,0.44395990108224526,0
831,500,8.4,0.0508,31.7,0.00580776,0.5208072965139467,0
832,630,8.4,0.0508,31.7,0.00580776,0.5976546919456482,0
833,800,8.4,0.0508,31.7,0.00580776,0.661206690243838,0
834,1000,8.4,0.0508,31.7,0.00580776,0.6949769989629591,0
835,1250,8.4,0.0508,31.7,0.00580776,0.7119951072938551,0
836,1600,8.4,0.0508,31.7,0.00580776,0.6891270242242133,0
837,2000,8.4,0.0508,31.7,0.00580776,0.6463158454543039,0
838,2500,8.4,0.0508,31.7,0.00580776,0.5902092695508814,0
839,3150,8.4,0.0508,31.7,0.00580776,0.49740739755896524,0
840,4000,8.4,0.0508,31.7,0.00580776,0.39157603637620664,0
841,200,11.2,0.0508,71.3,0.014072,0.5999149094583456,0
842,250,11.2,0.0508,71.3,0.014072,0.6307602308080944,0
843,315,11.2,0.0508,71.3,0.014072,0.664796447469886,0
844,400,11.2,0.0508,71.3,0.014072,0.6887281623102086,0
845,500,11.2,0.0508,71.3,0.014072,0.7161166804052441,0
846,630,11.2,0.0508,71.3,0.014072,0.8038663014864253,0
847,800,11.2,0.0508,71.3,0.014072,0.8682160236126255,0
848,1000,11.2,0.0508,71.3,0.014072,0.8924136463956183,0
849,1250,11.2,0.0508,71.3,0.014072,0.8724705506953496,0
850,1600,11.2,0.0508,71.3,0.014072,0.8458797564283249,0
851,2000,11.2,0.0508,71.3,0.014072,0.7958890632063182,0
852,2500,11.2,0.0508,71.3,0.014072,0.7222325630866595,0
853,3150,11.2,0.0508,71.3,0.014072,0.6318238625787758,0
854,4000,11.2,0.0508,71.3,0.014072,0.5076448533517697,0
855,200,11.2,0.0508,39.6,0.015047799999999997,0.5751588799957457,0
856,250,11.2,0.0508,39.6,0.015047799999999997,0.6129178078549211,0
857,315,11.2,0.0508,39.6,0.015047799999999997,0.6809902411785043,0
858,400,11.2,0.0508,39.6,0.015047799999999997,0.7256627755471055,0
859,500,11.2,0.0508,39.6,0.015047799999999997,0.759964900151568,0
860,630,11.2,0.0508,39.6,0.015047799999999997,0.5994994159195248,1
861,800,11.2,0.0508,39.6,0.015047799999999997,0.8086260536602228,0
862,1000,11.2,0.0508,39.6,0.015047799999999997,0.7724625734570694,0
863,1250,11.2,0.0508,39.6,0.015047799999999997,0.7091764831015506,0
864,1600,11.2,0.0508,39.6,0.015047799999999997,0.6158427952242937,0
865,2000,11.2,0.0508,39.6,0.015047799999999997,0.4252089305510496,1
866,2500,11.2,0.0508,39.6,0.015047799999999997,0.7413600509132168,1
867,3150,11.2,0.0508,39.6,0.015047799999999997,0.43316403860983366,0
868,4000,11.2,0.0508,39.6,0.015047799999999997,0.3228122424016804,0
869,200,15.4,0.0508,71.3,0.0264269,0.5375329061079057,0
870,250,15.4,0.0508,71.3,0.0264269,0.5705054909990159,0
871,315,15.4,0.0508,71.3,0.0264269,0.6066689712021698,0
872,400,15.4,0.0508,71.3,0.0264269,0.6228893557050554,0
873,500,15.4,0.0508,71.3,0.0264269,0.6356529369532269,0
874,630,15.4,0.0508,71.3,0.0264269,0.6984072114234054,0
875,800,15.4,0.0508,71.3,0.0264269,0.7481319967027416,0
876,1000,15.4,0.0508,71.3,0.0264269,0.7574387746962006,0
877,1250,15.4,0.0508,71.3,0.0264269,0.7303161645438352,0
878,1600,15.4,0.0508,71.3,0.0264269,0.9500337966486566,1
879,2000,15.4,0.0508,71.3,0.0264269,0.6888345254872763,0
880,2500,15.4,0.0508,71.3,0.0264269,0.6446938070040154,0
881,3150,15.4,0.0508,71.3,0.0264269,0.5939053899539983,0
882,4000,15.4,0.0508,71.3,0.0264269,0.5130693753822428,0
883,5000,15.4,0.0508,71.3,0.0264269,0.4189379636769752,0
884,6300,15.4,0.0508,71.3,0.0264269,0.3147020501502382,0
885,8000,15.4,0.0508,71.3,0.0264269,0.2471614327119953,0
886,200,15.4,0.0508,55.5,0.0271925,0.5201159358630045,0
887,250,15.4,0.0508,55.5,0.0271925,0.5528226128114451,0
888,315,15.4,0.0508,55.5,0.0271925,0.585263381817215,0
889,400,15.4,0.0508,55.5,0.0271925,0.6147791634536124,0
890,500,15.4,0.0508,55.5,0.0271925,0.6339245353258702,0
891,630,15.4,0.0508,55.5,0.0271925,0.32091284300642586,1
892,800,15.4,0.0508,55.5,0.0271925,0.71928098492302,0
893,1000,15.4,0.0508,55.5,0.0271925,0.7184832610950092,0
894,1250,15.4,0.0508,55.5,0.0271925,0.7078469433881991,0
895,1600,15.4,0.0508,55.5,0.0271925,0.6599835137075543,0
896,2000,15.4,0.0508,55.5,0.0271925,0.6291381923578059,0
897,2500,15.4,0.0508,55.5,0.0271925,0.591645172441301,0
898,3150,15.4,0.0508,55.5,0.0271925,0.5339431488818569,0
899,4000,15.4,0.0508,55.5,0.0271925,0.46640253144361443,0
900,5000,15.4,0.0508,55.5,0.0271925,0.36509160528625006,0
901,6300,15.4,0.0508,55.5,0.0271925,0.2539420852500869,0
902,200,15.4,0.0508,39.6,0.0282593,0.4893503868960569,0
903,250,15.4,0.0508,39.6,0.0282593,0.5188661685324543,0
904,315,15.4,0.0508,39.6,0.0282593,0.5614114393596936,0
905,400,15.4,0.0508,39.6,0.0282593,0.5842795224293349,0
906,500,15.4,0.0508,39.6,0.0282593,0.6004999069322201,0
907,630,15.4,0.0508,39.6,0.0282593,0.6398542824474167,0
908,800,15.4,0.0508,39.6,0.0282593,0.6659132608291012,0
909,1000,15.4,0.0508,39.6,0.0282593,0.6518201398675783,0
910,1250,15.4,0.0508,39.6,0.0282593,0.6212407264604995,0
911,1600,15.4,0.0508,39.6,0.0282593,0.5707182173531526,0
912,2000,15.4,0.0508,39.6,0.0282593,0.5334911053793179,0
913,2500,15.4,0.0508,39.6,0.0282593,0.5061025872842824,0
914,3150,15.4,0.0508,39.6,0.0282593,0.45558007817693547,0
915,4000,15.4,0.0508,39.6,0.0282593,0.391762171936076,0
916,5000,15.4,0.0508,39.6,0.0282593,0.29443986491876517,0
917,6300,15.4,0.0508,39.6,0.0282593,0.16706996037971678,0
918,200,15.4,0.0508,31.7,0.0289853,0.4412742308612758,0
919,250,15.4,0.0508,31.7,0.0289853,0.4745127236950566,0
920,315,15.4,0.0508,31.7,0.0289853,0.2119273624842014,1
921,400,15.4,0.0508,31.7,0.0289853,0.5404578934772784,0
922,500,15.4,0.0508,31.7,0.0289853,0.5401919855346078,0
923,630,15.4,0.0508,31.7,0.0289853,0.5665168718589628,0
924,800,15.4,0.0508,31.7,0.0289853,0.5896508628712742,0
925,1000,15.4,0.0508,31.7,0.0289853,0.5622623447762387,0
926,1250,15.4,0.0508,31.7,0.0289853,0.5284920360571173,0
927,1600,15.4,0.0508,31.7,0.0289853,0.4814263302044832,0
928,2000,15.4,0.0508,31.7,0.0289853,0.4641423139309171,0
929,2500,15.4,0.0508,31.7,0.0289853,0.5928278198842476,1
930,3150,15.4,0.0508,31.7,0.0289853,0.3899539979259181,0
931,4000,15.4,0.0508,31.7,0.0289853,0.3258701837423885,0
932,5000,15.4,0.0508,31.7,0.0289853,0.23865237854654753,0
933,6300,15.4,0.0508,31.7,0.0289853,0.12776876645305402,0
934,200,19.7,0.0508,71.3,0.034118300000000004,0.3888903661552372,0
935,250,19.7,0.0508,71.3,0.034118300000000004,0.41840614779163454,0
936,315,19.7,0.0508,71.3,0.034118300000000004,0.47477863163772716,0
937,400,19.7,0.0508,71.3,0.034118300000000004,0.544712420560002,0
938,500,19.7,0.0508,71.3,0.034118300000000004,0.6279416066157899,0
939,630,19.7,0.0508,71.3,0.034118300000000004,0.6643709947616139,0
940,800,19.7,0.0508,71.3,0.034118300000000004,0.3100433795654758,1
941,1000,19.7,0.0508,71.3,0.034118300000000004,0.9530397941155128,1
942,1250,19.7,0.0508,71.3,0.034118300000000004,0.4814263302044832,0
943,1600,19.7,0.0508,71.3,0.034118300000000004,0.4572287074214909,0
944,2000,19.7,0.0508,71.3,0.034118300000000004,0.4434014944026381,0
945,2500,19.7,0.0508,71.3,0.034118300000000004,0.3989948679767066,0
946,3150,19.7,0.0508,71.3,0.034118300000000004,0.34155875235993305,0
947,4000,19.7,0.0508,71.3,0.034118300000000004,0.7191346230225238,1
948,200,19.7,0.0508,39.6,0.036484,0.6007924056691576,0
949,250,19.7,0.0508,39.6,0.036484,0.6340308985029384,0
950,315,19.7,0.0508,39.6,0.036484,0.7042305953678838,0
951,400,19.7,0.0508,39.6,0.036484,0.7241736910681524,0
952,500,19.7,0.0508,39.6,0.036484,0.6664716675087083,0
953,630,19.7,0.0508,39.6,0.036484,0.4505544180604675,0
954,800,19.7,0.0508,39.6,0.036484,0.4199750046533892,0
955,1000,19.7,0.0508,39.6,0.036484,0.41279549020129247,0
956,1250,19.7,0.0508,39.6,0.036484,0.4056159757491957,0
957,1600,19.7,0.0508,39.6,0.036484,0.3782274576541602,0
958,2000,19.7,0.0508,39.6,0.036484,0.3814183529662034,0
959,2500,19.7,0.0508,39.6,0.036484,0.7113957079040784,1
960,3150,19.7,0.0508,39.6,0.036484,0.25590980402584673,0
961,4000,19.7,0.0508,39.6,0.036484,0.14103757279229923,0
962,2500,0.0,0.0254,71.3,0.000400682,0.8064190177360597,0
963,3150,0.0,0.0254,71.3,0.000400682,0.8941686388172418,0
964,4000,0.0,0.0254,71.3,0.000400682,0.9353843699311306,0
965,5000,0.0,0.0254,71.3,0.000400682,0.8896482037918481,0
966,6300,0.0,0.0254,71.3,0.000400682,0.8404552343978513,0
967,8000,0.0,0.0254,71.3,0.000400682,0.7043103677506855,0
968,10000,0.0,0.0254,71.3,0.000400682,0.7287738984763479,0
969,12500,0.0,0.0254,71.3,0.000400682,0.7931236206025476,0
970,16000,0.0,0.0254,71.3,0.000400682,0.7205307522535702,0
971,20000,0.0,0.0254,71.3,0.000400682,0.5274815858749702,0
972,2000,0.0,0.0254,55.5,0.00041229,0.6446406254154815,0
973,2500,0.0,0.0254,55.5,0.00041229,0.7097880713696916,0
974,3150,0.0,0.0254,55.5,0.00041229,0.7212221129045124,0
975,4000,0.0,0.0254,55.5,0.00041229,0.7935490733108197,0
976,5000,0.0,0.0254,55.5,0.00041229,0.862153322519744,0
977,6300,0.0,0.0254,55.5,0.00041229,0.8701305607998506,0
978,8000,0.0,0.0254,55.5,0.00041229,0.8717260084558722,0
979,10000,0.0,0.0254,55.5,0.00041229,0.8291807376286329,0
980,12500,0.0,0.0254,55.5,0.00041229,0.7464833674581861,0
981,16000,0.0,0.0254,55.5,0.00041229,0.5930544845374537,0
982,20000,0.0,0.0254,55.5,0.00041229,0.4933390060361105,0
983,1600,0.0,0.0254,39.6,0.000428464,0.5524503416917068,0
984,2000,0.0,0.0254,39.6,0.000428464,0.7085383040391422,0
985,2500,0.0,0.0254,39.6,0.000428464,0.7566676416624571,0
986,3150,0.0,0.0254,39.6,0.000428464,0.7949583854069724,0
987,4000,0.0,0.0254,39.6,0.000428464,0.8500013295397135,0
988,5000,0.0,0.0254,39.6,0.000428464,0.8816443747174731,0
989,6300,0.0,0.0254,39.6,0.000428464,0.8893557050549101,0
990,8000,0.0,0.0254,39.6,0.000428464,0.8638285425585668,0
991,10000,0.0,0.0254,39.6,0.000428464,0.7976174648336749,0
992,12500,0.0,0.0254,39.6,0.000428464,0.6843406812561499,0
993,16000,0.0,0.0254,39.6,0.000428464,0.5745207009333373,0
994,1000,0.0,0.0254,31.7,0.000439472,0.5782700029249872,0
995,1250,0.0,0.0254,31.7,0.000439472,0.6532560427579974,0
996,1600,0.0,0.0254,31.7,0.000439472,0.6883558911904699,0
997,2000,0.0,0.0254,31.7,0.000439472,0.7263807269923155,0
998,2500,0.0,0.0254,31.7,0.000439472,0.7848804743797704,0
999,3150,0.0,0.0254,31.7,0.000439472,0.8468370250219377,0
1000,4000,0.0,0.0254,31.7,0.000439472,0.8952322705879228,0
1001,5000,0.0,0.0254,31.7,0.000439472,0.9367139096444812,0
1002,6300,0.0,0.0254,31.7,0.000439472,0.9348525540457895,0
1003,8000,0.0,0.0254,31.7,0.000439472,0.8994867976706464,0
1004,10000,0.0,0.0254,31.7,0.000439472,0.820246230754913,0
1005,12500,0.0,0.0254,31.7,0.000439472,0.6806445608530329,0
1006,16000,0.0,0.0254,31.7,0.000439472,0.5915654000584998,0
1007,2000,4.8,0.0254,71.3,0.000848633,0.6652484909724254,0
1008,2500,4.8,0.0254,71.3,0.000848633,0.7298641210412957,0
1009,3150,4.8,0.0254,71.3,0.000848633,0.7976706464222083,0
1010,4000,4.8,0.0254,71.3,0.000848633,0.8388863775360971,0
1011,5000,4.8,0.0254,71.3,0.000848633,1.0915202511122102,1
1012,6300,4.8,0.0254,71.3,0.000848633,0.8274523360012762,0
1013,8000,4.8,0.0254,71.3,0.000848633,0.7482117690855428,0
1014,10000,4.8,0.0254,71.3,0.000848633,0.6386576967054007,0
1015,12500,4.8,0.0254,71.3,0.000848633,0.6463690270428382,0
1016,16000,4.8,0.0254,71.3,0.000848633,0.5538330629935917,0
1017,20000,4.8,0.0254,71.3,0.000848633,0.4341744887919803,0
1018,1600,4.8,0.0254,55.5,0.000873218,0.4811338314675462,0
1019,2000,4.8,0.0254,55.5,0.000873218,0.5763288749434947,0
1020,2500,4.8,0.0254,55.5,0.000873218,0.685085223495626,0
1021,3150,4.8,0.0254,55.5,0.000873218,0.7704416730927752,0
1022,4000,4.8,0.0254,55.5,0.000873218,0.8121892200920047,0
1023,5000,4.8,0.0254,55.5,0.000873218,1.2666254576076157,1
1024,6300,4.8,0.0254,55.5,0.000873218,0.8451618049831149,0
1025,8000,4.8,0.0254,55.5,0.000873218,0.765921238067381,0
1026,10000,4.8,0.0254,55.5,0.000873218,0.6265854761081715,0
1027,12500,4.8,0.0254,55.5,0.000873218,0.5773925067141756,0
1028,16000,4.8,0.0254,55.5,0.000873218,0.5587789507272585,0
1029,20000,4.8,0.0254,55.5,0.000873218,0.4760815805568117,0
1030,500,4.8,0.0254,39.6,0.000907475,0.34530805435158385,0
1031,630,4.8,0.0254,39.6,0.000907475,0.40726460499375117,0
1032,800,4.8,0.0254,39.6,0.000907475,0.46230754912649275,0
1033,1000,4.8,0.0254,39.6,0.000907475,0.5205413885712771,0
1034,1250,4.8,0.0254,39.6,0.000907475,0.5755843327040178,0
1035,1600,4.8,0.0254,39.6,0.000907475,0.2154000901873726,1
1036,2000,4.8,0.0254,39.6,0.000907475,0.6790225224027444,0
1037,2500,4.8,0.0254,39.6,0.000907475,0.7407131651022416,0
1038,3150,4.8,0.0254,39.6,0.000907475,0.7992129124896965,0
1039,4000,4.8,0.0254,39.6,0.000907475,0.8406945515462549,0
1040,5000,4.8,0.0254,39.6,0.000907475,0.8521285930810758,0
1041,6300,4.8,0.0254,39.6,0.000907475,0.8231446273300187,0
1042,8000,4.8,0.0254,39.6,0.000907475,0.7436381524716147,0
1043,10000,4.8,0.0254,39.6,0.000907475,0.6032387587417238,0
1044,500,4.8,0.0254,31.7,0.000930789,0.45428232425733683,1
1045,630,4.8,0.0254,31.7,0.000930789,0.44401308267077955,0
1046,800,4.8,0.0254,31.7,0.000930789,0.5123514239370333,0
1047,1000,4.8,0.0254,31.7,0.000930789,0.5841465684579998,0
1048,1250,4.8,0.0254,31.7,0.000930789,0.6389236046480709,0
1049,1600,4.8,0.0254,31.7,0.000930789,0.6737575451378732,0
1050,2000,4.8,0.0254,31.7,0.000930789,0.7117823809397188,0
1051,2500,4.8,0.0254,31.7,0.000930789,0.7766639189512592,0
1052,3150,4.8,0.0254,31.7,0.000930789,0.8213364533198608,0
1053,4000,4.8,0.0254,31.7,0.000930789,0.8495226952429071,0
1054,5000,4.8,0.0254,31.7,0.000930789,0.8473954317015449,0
1055,6300,4.8,0.0254,31.7,0.000930789,0.7849070651740369,0
1056,8000,4.8,0.0254,31.7,0.000930789,0.6282872869412608,0
1057,630,9.5,0.0254,71.3,0.00420654,0.5941978886909354,0
1058,800,9.5,0.0254,71.3,0.00420654,0.633552264206132,0
1059,1000,9.5,0.0254,71.3,0.00420654,0.6960406307336404,0
1060,1250,9.5,0.0254,71.3,0.00420654,0.7518812986943924,0
1061,1600,9.5,0.0254,71.3,0.00420654,0.8077219666551443,0
1062,2000,9.5,0.0254,71.3,0.00420654,0.8401627356609143,0
1063,2500,9.5,0.0254,71.3,0.00420654,0.8662217140425992,0
1064,3150,9.5,0.0254,71.3,0.00420654,0.8718057808386739,0
1065,4000,9.5,0.0254,71.3,0.00420654,0.8204855479033157,0
1066,5000,9.5,0.0254,71.3,0.00420654,0.7393836253888906,0
1067,6300,9.5,0.0254,71.3,0.00420654,0.6346158959768129,0
1068,400,9.5,0.0254,55.5,0.0043284,0.4672534368601591,0
1069,500,9.5,0.0254,55.5,0.0043284,0.5238918286489218,0
1070,630,9.5,0.0254,55.5,0.0043284,0.5869120110617705,0
1071,800,9.5,0.0254,55.5,0.0043284,0.6568457999840454,0
1072,1000,9.5,0.0254,55.5,0.0043284,0.7166750870848513,0
1073,1250,9.5,0.0254,55.5,0.0043284,0.7663998723641878,0
1074,1600,9.5,0.0254,55.5,0.0043284,0.7892679554338291,0
1075,2000,9.5,0.0254,55.5,0.0043284,0.8155928417581841,0
1076,2500,9.5,0.0254,55.5,0.0043284,0.8182519211848862,0
1077,3150,9.5,0.0254,55.5,0.0043284,0.794320206344564,0
1078,4000,9.5,0.0254,55.5,0.0043284,0.7499135799186321,0
1079,5000,9.5,0.0254,55.5,0.0043284,0.6656207620921641,0
1080,6300,9.5,0.0254,55.5,0.0043284,0.55420533411333,0
1081,200,9.5,0.0254,39.6,0.00449821,0.3375435424256126,0
1082,250,9.5,0.0254,39.6,0.00449821,0.36014571755258373,0
1083,315,9.5,0.0254,39.6,0.00449821,0.42316589996543197,0
1084,400,9.5,0.0254,39.6,0.00449821,0.12641881092154572,1
1085,500,9.5,0.0254,39.6,0.00449821,0.5454835535937463,0
1086,630,9.5,0.0254,39.6,0.00449821,0.6151514345733506,0
1087,800,9.5,0.0254,39.6,0.00449821,0.6816284202409131,0
1088,1000,9.5,0.0254,39.6,0.00449821,0.7177919004440665,0
1089,1250,9.5,0.0254,39.6,0.00449821,0.733480469061611,0
1090,1600,9.5,0.0254,39.6,0.00449821,0.7393304438003563,0
1091,2000,9.5,0.0254,39.6,0.00449821,0.7417236152843887,0
1092,2500,9.5,0.0254,39.6,0.00449821,0.7406599835137078,0
1093,3150,9.5,0.0254,39.6,0.00449821,0.7060919509665755,0
1094,4000,9.5,0.0254,39.6,0.00449821,0.2640041319783152,1
1095,5000,9.5,0.0254,39.6,0.00449821,0.5760629670008246,0
1096,6300,9.5,0.0254,39.6,0.00449821,0.4505544180604675,0
1097,200,9.5,0.0254,31.7,0.00461377,0.4192304624139127,0
1098,250,9.5,0.0254,31.7,0.00461377,0.44555534873826685,0
1099,315,9.5,0.0254,31.7,0.00461377,0.2638998900697757,1
1100,400,9.5,0.0254,31.7,0.00461377,0.20486452025255275,1
1101,500,9.5,0.0254,31.7,0.00461377,0.6250432100406842,0
1102,630,9.5,0.0254,31.7,0.00461377,0.6814156938867764,0
1103,800,9.5,0.0254,31.7,0.00461377,0.7276836759114,0
1104,1000,9.5,0.0254,31.7,0.00461377,0.554468733589291,1
1105,1250,9.5,0.0254,31.7,0.00461377,0.7462972318983168,0
1106,1600,9.5,0.0254,31.7,0.00461377,0.735395006248837,0
1107,2000,9.5,0.0254,31.7,0.00461377,0.7210359773446435,0
1108,2500,9.5,0.0254,31.7,0.00461377,0.7101337516951638,0
1109,3150,9.5,0.0254,31.7,0.00461377,0.668918020581275,0
1110,4000,9.5,0.0254,31.7,0.00461377,0.6210545909006306,0
1111,5000,9.5,0.0254,31.7,0.00461377,0.5596298561438031,0
1112,6300,9.5,0.0254,31.7,0.00461377,0.4612439173558114,0
1113,250,12.7,0.0254,71.3,0.0121808,0.43390858084931017,0
1114,315,12.7,0.0254,71.3,0.0121808,0.5200627542744702,0
1115,400,12.7,0.0254,71.3,0.0121808,0.5761693301778927,0
1116,500,12.7,0.0254,71.3,0.0121808,0.6253622995718882,0
1117,630,12.7,0.0254,71.3,0.0121808,1.1295008233498707,1
1118,800,12.7,0.0254,71.3,0.0121808,0.7171005397931234,0
1119,1000,12.7,0.0254,71.3,0.0121808,0.7529981120536067,0
1120,1250,12.7,0.0254,71.3,0.0121808,0.7888956843140909,0
1121,1600,12.7,0.0254,71.3,0.0121808,0.828250059829287,0
1122,2000,12.7,0.0254,71.3,0.0121808,0.8202728215491795,0
1123,2500,12.7,0.0254,71.3,0.0121808,0.8157523865237857,0
1124,3150,12.7,0.0254,71.3,0.0121808,0.8077751482436777,0
1125,4000,12.7,0.0254,71.3,0.0121808,0.7559230994229797,0
1126,5000,12.7,0.0254,71.3,0.0121808,0.6806711516472994,0
1127,6300,12.7,0.0254,71.3,0.0121808,0.5854761081713513,0
1128,8000,12.7,0.0254,71.3,0.0121808,0.45624484803361076,0
1129,10000,12.7,0.0254,71.3,0.0121808,0.29350918711941976,0
1130,250,12.7,0.0254,39.6,0.013025299999999998,0.48307495944903867,0
1131,315,12.7,0.0254,39.6,0.013025299999999998,0.7230709994060884,1
1132,400,12.7,0.0254,39.6,0.013025299999999998,0.5889063206317973,0
1133,500,12.7,0.0254,39.6,0.013025299999999998,0.6314515914590371,0
1134,630,12.7,0.0254,39.6,0.013025299999999998,0.4561695937763192,1
1135,800,12.7,0.0254,39.6,0.013025299999999998,0.713617145744144,0
