,f,alpha,c,U_infinity,delta,SSPL,ground_truth
1136,1000,12.7,0.0254,39.6,0.013025299999999998,0.7330284255590716,0
1137,1250,12.7,0.0254,39.6,0.013025299999999998,0.7285079905336778,0
1138,1600,12.7,0.0254,39.6,0.013025299999999998,0.7072353551200576,0
1139,2000,12.7,0.0254,39.6,0.013025299999999998,0.6963331294705775,0
1140,2500,12.7,0.0254,39.6,0.013025299999999998,0.6819741005663844,0
1141,3150,12.7,0.0254,39.6,0.013025299999999998,0.8152297538408494,1
1142,4000,12.7,0.0254,39.6,0.013025299999999998,0.6157630228414925,0
1143,5000,12.7,0.0254,39.6,0.013025299999999998,0.577738187039647,0
1144,6300,12.7,0.0254,39.6,0.013025299999999998,0.5264179541042893,0
1145,8000,12.7,0.0254,39.6,0.013025299999999998,0.45807961283803555,0
1146,10000,12.7,0.0254,39.6,0.013025299999999998,0.33602786715239175,0
1147,200,17.4,0.0254,71.3,0.016104,0.242667588480868,0
1148,250,17.4,0.0254,71.3,0.016104,0.27696971308533014,0
1149,315,17.4,0.0254,71.3,0.016104,0.33148084133273104,0
1150,400,17.4,0.0254,71.3,0.016104,0.5210982507939257,1
1151,500,17.4,0.0254,71.3,0.016104,0.43678038663014895,0
1152,630,17.4,0.0254,71.3,0.016104,0.511234610577818,0
1153,800,17.4,0.0254,71.3,0.016104,0.5556412370037496,0
1154,1000,17.4,0.0254,71.3,0.016104,0.5965910601749678,0
1155,1250,17.4,0.0254,71.3,0.016104,0.6109500890791608,0
1156,1600,17.4,0.0254,71.3,0.016104,0.6122796287925123,0
1157,2000,17.4,0.0254,71.3,0.016104,0.6234477623846626,0
1158,2500,17.4,0.0254,71.3,0.016104,0.6213204988433003,0
1159,3150,17.4,0.0254,71.3,0.016104,0.6157364320472256,0
1160,4000,17.4,0.0254,71.3,0.016104,0.5904751774935519,0
1161,5000,17.4,0.0254,71.3,0.016104,0.5250618235966713,0
1162,6300,17.4,0.0254,71.3,0.016104,0.9292401830544372,1
1163,8000,17.4,0.0254,71.3,0.016104,0.3213763395112612,0
1164,200,17.4,0.0254,55.5,0.016570599999999998,0.17472810912861947,0
1165,250,17.4,0.0254,55.5,0.016570599999999998,0.1890871380328134,0
1166,315,17.4,0.0254,55.5,0.016570599999999998,0.2268460658919884,0
1167,400,17.4,0.0254,55.5,0.016570599999999998,0.32124338553992615,0
1168,500,17.4,0.0254,55.5,0.016570599999999998,0.4318610896907491,0
1169,630,17.4,0.0254,55.5,0.016570599999999998,0.5060494056957485,0
1170,800,17.4,0.0254,55.5,0.016570599999999998,0.524131145797325,0
1171,1000,17.4,0.0254,55.5,0.016570599999999998,0.6015103571143672,0
1172,1250,17.4,0.0254,55.5,0.016570599999999998,0.6892599781955493,0
1173,1600,17.4,0.0254,55.5,0.016570599999999998,0.614008030419869,0
1174,2000,17.4,0.0254,55.5,0.016570599999999998,0.5818331693567687,0
1175,2500,17.4,0.0254,55.5,0.016570599999999998,0.5730582072486508,0
1176,3150,17.4,0.0254,55.5,0.016570599999999998,0.5509878480070203,0
1177,4000,17.4,0.0254,55.5,0.016570599999999998,0.4890312973648525,0
1178,5000,17.4,0.0254,55.5,0.016570599999999998,0.4137793495891726,0
1179,6300,17.4,0.0254,55.5,0.016570599999999998,0.3052889089797115,0
1180,200,17.4,0.0254,39.6,0.0172206,0.2835642300635519,0
1181,250,17.4,0.0254,39.6,0.0172206,0.3013800622224587,0
1182,315,17.4,0.0254,39.6,0.0172206,0.3128141037572796,0
1183,400,17.4,0.0254,39.6,0.0172206,0.19803951014591287,1
1184,500,17.4,0.0254,39.6,0.0172206,0.3758342861701278,0
1185,630,17.4,0.0254,39.6,0.0172206,0.5619698460393012,0
1186,800,17.4,0.0254,39.6,0.0172206,0.8494163320658386,0
1187,1000,17.4,0.0254,39.6,0.0172206,0.9278591751535621,0
1188,1250,17.4,0.0254,39.6,0.0172206,0.7441167867684211,0
1189,1600,17.4,0.0254,39.6,0.0172206,0.6444013082670783,0
1190,2000,17.4,0.0254,39.6,0.0172206,0.6186082378280644,0
1191,2500,17.4,0.0254,39.6,0.0172206,0.5523971601031725,0
1192,3150,17.4,0.0254,39.6,0.0172206,0.5367085914856276,0
1193,4000,17.4,0.0254,39.6,0.0172206,0.514372324301327,0
1194,5000,17.4,0.0254,39.6,0.0172206,0.43805674475496614,0
1195,200,17.4,0.0254,31.7,0.017663099999999998,0.33945807961283814,0
1196,250,17.4,0.0254,31.7,0.017663099999999998,0.7328038703132339,1
1197,315,17.4,0.0254,31.7,0.017663099999999998,0.3998191825989843,0
1198,400,17.4,0.0254,31.7,0.017663099999999998,0.9080487259386073,1
1199,500,17.4,0.0254,31.7,0.017663099999999998,0.6460499375116338,0
1200,630,17.4,0.0254,31.7,0.017663099999999998,0.8909511527109317,0
1201,800,17.4,0.0254,31.7,0.017663099999999998,0.9531736112957696,0
1202,1000,17.4,0.0254,31.7,0.017663099999999998,0.7556040098917753,0
1203,1250,17.4,0.0254,31.7,0.017663099999999998,0.6628021378998596,0
1204,1600,17.4,0.0254,31.7,0.017663099999999998,0.6239795782700033,0
1205,2000,17.4,0.0254,31.7,0.017663099999999998,0.5577685005451114,0
1206,2500,17.4,0.0254,31.7,0.017663099999999998,0.5527162496343765,0
1207,3150,17.4,0.0254,31.7,0.017663099999999998,0.9016938049659716,1
1208,4000,17.4,0.0254,31.7,0.017663099999999998,0.49501422607493284,0
1209,5000,17.4,0.0254,31.7,0.017663099999999998,0.388651049006834,0
1210,315,22.2,0.0254,71.3,0.0214178,-0.11943049961194818,1
1211,400,22.2,0.0254,71.3,0.0214178,0.38681628420240965,0
1212,500,22.2,0.0254,71.3,0.0214178,0.38787991597309013,0
1213,630,22.2,0.0254,71.3,0.0214178,0.4594091525513866,0
1214,800,22.2,0.0254,71.3,0.0214178,0.5277474938176407,0
1215,1000,22.2,0.0254,71.3,0.0214178,0.8207780466402537,0
1216,1250,22.2,0.0254,71.3,0.0214178,1.0,0
1217,1600,22.2,0.0254,71.3,0.0214178,0.7561624165713834,0
1218,2000,22.2,0.0254,71.3,0.0214178,0.6333129470577288,0
1219,2500,22.2,0.0254,71.3,0.0214178,0.6040630733640016,0
1220,3150,22.2,0.0254,71.3,0.0214178,0.5516792086579625,0
1221,4000,22.2,0.0254,71.3,0.0214178,0.27791660835272447,1
1222,5000,22.2,0.0254,71.3,0.0214178,0.2063227742796222,1
1223,6300,22.2,0.0254,71.3,0.0214178,0.5250884143909378,0
1224,8000,22.2,0.0254,71.3,0.0214178,0.48599994681841174,0
1225,200,22.2,0.0254,39.6,0.0229028,0.3373308160714763,0
1226,250,22.2,0.0254,39.6,0.0229028,0.3724306645039488,0
1227,315,22.2,0.0254,39.6,0.0229028,0.46097800941314127,0
1228,400,22.2,0.0254,39.6,0.0229028,0.5327731539341083,0
1229,500,22.2,0.0254,39.6,0.0229028,0.7018906054723861,0
1230,630,22.2,0.0254,39.6,0.0229028,0.8946738639083156,0
1231,800,22.2,0.0254,39.6,0.0229028,0.8960034036216662,0
1232,1000,22.2,0.0254,39.6,0.0229028,0.6657271252692318,0
1233,1250,22.2,0.0254,39.6,0.0229028,1.1114030032275513,1
1234,1600,22.2,0.0254,39.6,0.0229028,0.5008642008136781,0
1235,2000,22.2,0.0254,39.6,0.0229028,0.47533703831733476,0
1236,2500,22.2,0.0254,39.6,0.0229028,0.4766665780306858,0
1237,3150,22.2,0.0254,39.6,0.0229028,0.3444653888005722,1
1238,4000,22.2,0.0254,39.6,0.0229028,0.43252585954742484,0
1239,5000,22.2,0.0254,39.6,0.0229028,0.41045550030579436,0
1240,630,0.0,0.1016,71.3,0.00121072,0.5524237508974394,0
1241,800,0.0,0.1016,71.3,0.00121072,0.6228893557050554,0
1242,1000,0.0,0.1016,71.3,0.00121072,0.6766027601244446,0
1243,1250,0.0,0.1016,71.3,0.00121072,0.7167548594676525,0
1244,1600,0.0,0.1016,71.3,0.00121072,0.7537160634988167,0
1245,2000,0.0,0.1016,71.3,0.00121072,0.763554657377616,0
1246,2500,0.0,0.1016,71.3,0.00121072,0.7768500545111285,0
1247,3150,0.0,0.1016,71.3,0.00121072,0.759831946180233,0
1248,4000,0.0,0.1016,71.3,0.00121072,0.5269229674330165,1
1249,5000,0.0,0.1016,71.3,0.00121072,0.7289866248304837,0
1250,6300,0.0,0.1016,71.3,0.00121072,0.6917595128566494,0
1251,8000,0.0,0.1016,71.3,0.00121072,0.5872576913872418,0
1252,10000,0.0,0.1016,71.3,0.00121072,0.5298215757704687,0
1253,12500,0.0,0.1016,71.3,0.00121072,0.42531975430106117,0
1254,630,0.0,0.1016,55.5,0.00131983,0.6060042013454945,0
1255,800,0.0,0.1016,55.5,0.00131983,0.6525380913127878,0
1256,1000,0.0,0.1016,55.5,0.00131983,0.7025287845347945,0
1257,1250,0.0,0.1016,55.5,0.00131983,0.7458717791900447,0
1258,1600,0.0,0.1016,55.5,0.00131983,0.7623580716356004,0
1259,2000,0.0,0.1016,55.5,0.00131983,0.775387560826442,0
1260,2500,0.0,0.1016,55.5,0.00131983,0.7886829579599541,0
1261,3150,0.0,0.1016,55.5,0.00131983,0.7551785571835032,0
1262,4000,0.0,0.1016,55.5,0.00131983,0.694551546254687,0
1263,5000,0.0,0.1016,55.5,0.00131983,0.6642380407902788,0
1264,6300,0.0,0.1016,55.5,0.00131983,0.6474858404020529,0
1265,8000,0.0,0.1016,55.5,0.00131983,0.5602680352062119,0
1266,10000,0.0,0.1016,55.5,0.00131983,0.4932592336533097,0
1267,12500,0.0,0.1016,55.5,0.00131983,0.3194888943283377,1
1268,630,0.0,0.1016,39.6,0.00146332,0.5855558805541521,0
1269,800,0.0,0.1016,39.6,0.00146332,0.6653282633552267,0
1270,1000,0.0,0.1016,39.6,0.00146332,0.7286143537107459,0
1271,1250,0.0,0.1016,39.6,0.00146332,0.7682346371686126,0
1272,1600,0.0,0.1016,39.6,0.00146332,0.7945595234929668,0
1273,2000,0.0,0.1016,39.6,0.00146332,0.7942936155502966,0
1274,2500,0.0,0.1016,39.6,0.00146332,0.7772755072194006,0
1275,3150,0.0,0.1016,39.6,0.00146332,0.7334006966788102,0
1276,4000,0.0,0.1016,39.6,0.00146332,0.649373786795012,0
1277,5000,0.0,0.1016,39.6,0.00146332,0.6020421729997079,0
1278,6300,0.0,0.1016,39.6,0.00146332,0.5916717632355679,0
1279,8000,0.0,0.1016,39.6,0.00146332,0.5041880500970564,0
1280,10000,0.0,0.1016,39.6,0.00146332,0.43026564203472795,0
1281,630,0.0,0.1016,31.7,0.00150092,0.6124657643523812,0
1282,800,0.0,0.1016,31.7,0.00150092,0.6826654612173266,0
1283,1000,0.0,0.1016,31.7,0.00150092,0.7427606562608022,0
1284,1250,0.0,0.1016,31.7,0.00150092,0.7892945462280956,0
1285,1600,0.0,0.1016,31.7,0.00150092,0.802324035418938,0
1286,2000,0.0,0.1016,31.7,0.00150092,0.5459991289996223,1
1287,2500,0.0,0.1016,31.7,0.00150092,0.7611083043050493,0
1288,3150,0.0,0.1016,31.7,0.00150092,0.3079387677913634,1
1289,4000,0.0,0.1016,31.7,0.00150092,0.6262929773712345,0
1290,5000,0.0,0.1016,31.7,0.00150092,0.5587523599329915,0
1291,6300,0.0,0.1016,31.7,0.00150092,0.5550296487356081,0
1292,8000,0.0,0.1016,31.7,0.00150092,0.44707102401148724,0
1293,10000,0.0,0.1016,31.7,0.00150092,0.33273060866328086,0
1294,800,3.3,0.1016,71.3,0.00202822,0.7364054564309832,0
1295,1000,3.3,0.1016,71.3,0.00202822,0.7459781423671128,0
1296,1250,3.3,0.1016,71.3,0.00202822,0.7691121333794242,0
1297,1600,3.3,0.1016,71.3,0.00202822,0.8052756135825776,0
1298,2000,3.3,0.1016,71.3,0.00202822,0.8151142074613769,0
1299,2500,3.3,0.1016,71.3,0.00202822,0.8113914962639939,0
1300,3150,3.3,0.1016,71.3,0.00202822,0.7640598824686897,0
1301,4000,3.3,0.1016,71.3,0.00202822,0.27641860042573596,1
1302,5000,3.3,0.1016,71.3,0.00202822,0.912400292505725,1
1303,6300,3.3,0.1016,71.3,0.00202822,0.5723402558034407,0
1304,8000,3.3,0.1016,71.3,0.00202822,0.47475204084346023,0
1305,10000,3.3,0.1016,71.3,0.00202822,0.3540298348711679,0
1306,630,3.3,0.1016,55.5,0.002211,0.617411652086048,0
1307,800,3.3,0.1016,55.5,0.002211,0.6844204536389502,0
1308,1000,3.3,0.1016,55.5,0.002211,0.7378679501156697,0
1309,1250,3.3,0.1016,55.5,0.002211,0.7814768527135909,0
1310,1600,3.3,0.1016,55.5,0.002211,0.9061748781092641,1
1311,2000,3.3,0.1016,55.5,0.002211,0.7034584760334595,1
1312,2500,3.3,0.1016,55.5,0.002211,0.7846677480256341,0
1313,3150,3.3,0.1016,55.5,0.002211,1.030753356948244,1
1314,4000,3.3,0.1016,55.5,0.002211,0.6341638524742734,0
1315,5000,3.3,0.1016,55.5,0.002211,0.5706118541760845,0
1316,6300,3.3,0.1016,55.5,0.002211,0.5440210599090598,0
1317,8000,3.3,0.1016,55.5,0.002211,0.25034687881810014,1
1318,10000,3.3,0.1016,55.5,0.002211,0.32650836280479734,0
1319,630,3.3,0.1016,39.6,0.00245138,0.6347488499481484,0
1320,800,3.3,0.1016,39.6,0.00245138,0.7076076262397963,0
1321,1000,3.3,0.1016,39.6,0.00245138,0.7602573988885051,0
1322,1250,3.3,0.1016,39.6,0.00245138,0.7932299837796162,0
1323,1600,3.3,0.1016,39.6,0.00245138,0.7895072725822323,0
1324,2000,3.3,0.1016,39.6,0.00245138,0.7690323609966234,0
1325,2500,3.3,0.1016,39.6,0.00245138,0.7288802616534156,0
1326,3150,3.3,0.1016,39.6,0.00245138,0.6653282633552267,0
1327,4000,3.3,0.1016,39.6,0.00245138,0.5717286675352993,0
1328,5000,3.3,0.1016,39.6,0.00245138,0.9776881896994981,1
1329,6300,3.3,0.1016,39.6,0.00245138,0.46456776663918964,0
1330,8000,3.3,0.1016,39.6,0.00245138,0.391177174462201,0
1331,10000,3.3,0.1016,39.6,0.00245138,-0.01785537142159771,1
1332,630,3.3,0.1016,31.7,0.00251435,0.6799797909963572,0
1333,800,3.3,0.1016,31.7,0.00251435,0.7440636051798868,0
1334,1000,3.3,0.1016,31.7,0.00251435,0.7879384157204776,0
1335,1250,3.3,0.1016,31.7,0.00251435,0.8147951179301733,0
1336,1600,3.3,0.1016,31.7,0.00251435,0.798308825484618,0
1337,2000,3.3,0.1016,31.7,0.00251435,0.7515090275746537,0
1338,2500,3.3,0.1016,31.7,0.00251435,0.7182705347408729,0
1339,3150,3.3,0.1016,31.7,0.00251435,0.66136623500944,0
1340,4000,3.3,0.1016,31.7,0.00251435,0.5709575345015558,0
1341,5000,3.3,0.1016,31.7,0.00251435,0.4973010343818971,0
1342,6300,3.3,0.1016,31.7,0.00251435,0.460605738293403,0
1343,8000,3.3,0.1016,31.7,0.00251435,0.20190957567294932,1
1344,630,6.7,0.1016,71.3,0.00478288,0.7463504134868506,0
1345,800,6.7,0.1016,71.3,0.00478288,0.8269205201159355,0
1346,1000,6.7,0.1016,71.3,0.00478288,0.8875475310447518,0
1347,1250,6.7,0.1016,71.3,0.00478288,0.9114792458850745,0
1348,1600,6.7,0.1016,71.3,0.00478288,0.8854202675033904,0
1349,2000,6.7,0.1016,71.3,0.00478288,0.8293136915999679,0
1350,2500,6.7,0.1016,71.3,0.00478288,0.7466163214295212,0
1351,3150,6.7,0.1016,71.3,0.00478288,0.5604807615603478,0
1352,500,6.7,0.1016,55.5,0.0052139,0.6903767915547636,0
1353,630,6.7,0.1016,55.5,0.0052139,0.7882309144574151,0
1354,800,6.7,0.1016,55.5,0.0052139,0.8661419416597975,0
1355,1000,6.7,0.1016,55.5,0.0052139,0.5524255541887483,1
1356,1250,6.7,0.1016,55.5,0.0052139,0.8908713803281301,0
1357,1600,6.7,0.1016,55.5,0.0052139,0.8049831148456406,0
1358,2000,6.7,0.1016,55.5,0.0052139,0.6986199377775413,0
1359,2500,6.7,0.1016,55.5,0.0052139,0.5555614646209484,0
1360,400,6.7,0.1016,39.6,0.00578076,0.6625096391629217,0
1361,500,6.7,0.1016,39.6,0.00578076,0.7332411519132083,0
1362,630,6.7,0.1016,39.6,0.00578076,0.7970590581540669,0
1363,800,6.7,0.1016,39.6,0.00578076,0.8308293668731888,0
1364,1000,6.7,0.1016,39.6,0.00578076,0.8279043795038157,0
1365,1250,6.7,0.1016,39.6,0.00578076,0.771531895657724,0
1366,1600,6.7,0.1016,39.6,0.00578076,0.6380461084372593,0
1367,2000,6.7,0.1016,39.6,0.00578076,0.5013694259047519,0
1368,315,6.7,0.1016,31.7,0.00592927,0.6085569175951289,0
1369,400,6.7,0.1016,31.7,0.00592927,0.6625362299571886,0
1370,500,6.7,0.1016,31.7,0.00592927,0.7133246470072065,0
1371,630,6.7,0.1016,31.7,0.00592927,0.764113064057224,0
1372,800,6.7,0.1016,31.7,0.00592927,0.7845879756428324,0
1373,1000,6.7,0.1016,31.7,0.00592927,0.9653444392957143,1
1374,1250,6.7,0.1016,31.7,0.00592927,0.6880633924535329,0
1375,1600,6.7,0.1016,31.7,0.00592927,0.5575025926024413,0
1376,2000,6.7,0.1016,31.7,0.00592927,0.4537984949610445,0
1377,200,8.9,0.1016,71.3,0.0103088,0.8009944957055866,0
1378,250,8.9,0.1016,71.3,0.0103088,0.8283830138006221,0
1379,315,8.9,0.1016,71.3,0.0103088,0.882894142048023,0
1380,400,8.9,0.1016,71.3,0.0103088,0.9238439652192412,0
1381,500,8.9,0.1016,71.3,0.0103088,0.9344802829260512,0
1382,630,8.9,0.1016,71.3,0.0103088,0.9318212034993487,0
1383,800,8.9,0.1016,71.3,0.0103088,0.9156008189964635,0
1384,1000,8.9,0.1016,71.3,0.0103088,0.8523147286409447,0
1385,1250,8.9,0.1016,71.3,0.0103088,0.7821150317759997,0
1386,1600,8.9,0.1016,71.3,0.0103088,0.7827448278342226,1
1387,2000,8.9,0.1016,71.3,0.0103088,0.5544978328502674,0
1388,2500,8.9,0.1016,71.3,0.0103088,0.5382774483473822,0
1389,3150,8.9,0.1016,71.3,0.0103088,0.5287047624112535,0
1390,4000,8.9,0.1016,71.3,0.0103088,0.4484005637248383,0
1391,5000,8.9,0.1016,71.3,0.0103088,0.35480096790491134,0
1392,6300,8.9,0.1016,71.3,0.0103088,0.3688940888664347,0
1393,200,8.9,0.1016,39.6,0.0124596,0.7987874597814235,0
1394,250,8.9,0.1016,39.6,0.0124596,1.1725131544856504,1
1395,315,8.9,0.1016,39.6,0.0124596,0.8509054165447925,0
1396,400,8.9,0.1016,39.6,0.0124596,0.8551599436275161,0
1397,500,8.9,0.1016,39.6,0.0124596,1.2261202133026234,1
1398,630,8.9,0.1016,39.6,0.0124596,0.7589012683808862,0
1399,800,8.9,0.1016,39.6,0.0124596,0.7328422899992022,0
1400,1000,8.9,0.1016,39.6,0.0124596,0.3295335283110158,1
1401,1250,8.9,0.1016,39.6,0.0124596,0.6469540245167122,0
1402,1600,8.9,0.1016,39.6,0.0124596,0.543515834817986,0
1403,2000,8.9,0.1016,39.6,0.0124596,0.7407745841315068,1
1404,2500,8.9,0.1016,39.6,0.0124596,0.4204004573616613,0
1405,3150,8.9,0.1016,39.6,0.0124596,0.42465498444438543,0
1406,4000,8.9,0.1016,39.6,0.0124596,0.341425798388598,0
1407,5000,8.9,0.1016,39.6,0.0124596,0.25793070439014043,0
1408,6300,8.9,0.1016,39.6,0.0124596,0.25872842821815123,0
1409,200,12.3,0.1016,71.3,0.033779199999999995,0.7234823304172098,0
1410,250,12.3,0.1016,71.3,0.033779199999999995,0.39469595787834144,1
1411,315,12.3,0.1016,71.3,0.033779199999999995,0.8957906772675299,0
1412,400,12.3,0.1016,71.3,0.033779199999999995,0.9585449517377085,0
1413,500,12.3,0.1016,71.3,0.033779199999999995,0.9779562315526364,0
1414,630,12.3,0.1016,71.3,0.033779199999999995,0.850586327013588,0
1415,800,12.3,0.1016,71.3,0.033779199999999995,0.6365304331640389,0
1416,1000,12.3,0.1016,71.3,0.033779199999999995,0.6527508176669237,0
1417,1250,12.3,0.1016,71.3,0.033779199999999995,0.6187146010051321,0
1418,1600,12.3,0.1016,71.3,0.033779199999999995,0.5681920918977852,0
1419,2000,12.3,0.1016,71.3,0.033779199999999995,0.5009173824022128,0
1420,2500,12.3,0.1016,71.3,0.033779199999999995,0.4769856675618902,0
1421,3150,12.3,0.1016,71.3,0.033779199999999995,0.4631584545430374,0
1422,4000,12.3,0.1016,71.3,0.033779199999999995,0.38923604648070853,0
1423,5000,12.3,0.1016,71.3,0.033779199999999995,0.3384476294306915,0
1424,6300,12.3,0.1016,71.3,0.033779199999999995,0.2812774217565881,0
1425,200,12.3,0.1016,55.5,0.0368233,0.7691121333794242,0
1426,250,12.3,0.1016,55.5,0.0368233,0.7954370197037783,0
1427,315,12.3,0.1016,55.5,0.0368233,0.858723110059298,0
1428,400,12.3,0.1016,55.5,0.0368233,0.8784002978168957,0
1429,500,12.3,0.1016,55.5,0.0368233,0.8082006009519507,0
1430,630,12.3,0.1016,55.5,0.0368233,0.4170600129904516,1
1431,800,12.3,0.1016,55.5,0.0368233,0.5779243225995163,0
1432,1000,12.3,0.1016,55.5,0.0368233,0.5877629164783151,0
1433,1250,12.3,0.1016,55.5,0.0368233,0.5539926077591941,0
1434,1600,12.3,0.1016,55.5,0.0368233,0.49044060946100476,0
1435,2000,12.3,0.1016,55.5,0.0368233,0.403754620150504,0
1436,2500,12.3,0.1016,55.5,0.0368233,0.3636025208072966,0
1437,3150,12.3,0.1016,55.5,0.0368233,0.23148257520630014,1
1438,4000,12.3,0.1016,55.5,0.0368233,0.6378080222900611,1
1439,5000,12.3,0.1016,55.5,0.0368233,0.2295849177014917,0
1440,6300,12.3,0.1016,55.5,0.0368233,0.1793283165368149,0
1441,200,12.3,0.1016,39.6,0.0408268,0.6691573377296778,0
1442,250,12.3,0.1016,39.6,0.0408268,0.6992049352514162,0
1443,315,12.3,0.1016,39.6,0.0408268,0.3542772861619785,1
1444,400,12.3,0.1016,39.6,0.0408268,0.6617119153349109,0
1445,500,12.3,0.1016,39.6,0.0408268,0.5005717020767411,0
1446,630,12.3,0.1016,39.6,0.0408268,0.476905895179089,0
1447,800,12.3,0.1016,39.6,0.0408268,0.5034966894461137,0
1448,1000,12.3,0.1016,39.6,0.0408268,0.5066875847581569,0
1449,1250,12.3,0.1016,39.6,0.0408268,0.47291727603903544,0
1450,1600,12.3,0.1016,39.6,0.0408268,0.3854335629005239,0
1451,2000,12.3,0.1016,39.6,0.0408268,0.2846544526285002,0
1452,2500,12.3,0.1016,39.6,0.0408268,0.2641795410428909,0
1453,3150,12.3,0.1016,39.6,0.0408268,0.2572659345334647,0
1454,4000,12.3,0.1016,39.6,0.0408268,0.20009572685936128,0
1455,5000,12.3,0.1016,39.6,0.0408268,0.139468715930545,0
1456,6300,12.3,0.1016,39.6,0.0408268,0.12245060759964899,0
1457,200,12.3,0.1016,31.7,0.0418756,0.5745472917276038,0
1458,250,12.3,0.1016,31.7,0.0418756,0.5976812827399156,0
1459,315,12.3,0.1016,31.7,0.0418756,0.5673677772755075,0
1460,400,12.3,0.1016,31.7,0.0418756,0.5272156779322996,0
1461,500,12.3,0.1016,31.7,0.0418756,0.40649347196000774,0
1462,630,12.3,0.1016,31.7,0.0418756,0.42297976440556306,0
1463,800,12.3,0.1016,31.7,0.0418756,0.4429228601058317,0
1464,1000,12.3,0.1016,31.7,0.0418756,0.4360092535964051,0
1465,1250,12.3,0.1016,31.7,0.0418756,0.4091525513867098,0
1466,1600,12.3,0.1016,31.7,0.0418756,0.295078043981174,0
1467,2000,12.3,0.1016,31.7,0.0418756,-0.14740634429782895,1
1468,2500,12.3,0.1016,31.7,0.0418756,0.1844603398303506,0
1469,3150,12.3,0.1016,31.7,0.0418756,0.18419443188768048,0
1470,4000,12.3,0.1016,31.7,0.0418756,0.13367192278033357,0
1471,5000,12.3,0.1016,31.7,0.0418756,-0.37013800702393995,1
1472,6300,12.3,0.1016,31.7,0.0418756,0.10335841731592543,0
1473,200,15.6,0.1016,71.3,0.0437259,0.7317254766399874,0
1474,250,15.6,0.1016,71.3,0.0437259,0.7652298774164383,0
1475,315,15.6,0.1016,71.3,0.0437259,0.8091046879570292,0
1476,400,15.6,0.1016,71.3,0.0437259,0.8157523865237857,0
1477,500,15.6,0.1016,71.3,0.0437259,1.010807146229367,1
1478,630,15.6,0.1016,71.3,0.0437259,0.5027787380009041,0
1479,800,15.6,0.1016,71.3,0.0437259,0.5533012471082515,0
1480,1000,15.6,0.1016,71.3,0.0437259,0.5599489456750075,0
1481,1250,15.6,0.1016,71.3,0.0437259,0.5264445448985562,0
1482,1600,15.6,0.1016,71.3,0.0437259,0.4825697343579658,0
1483,2000,15.6,0.1016,71.3,0.0437259,0.4389608317600451,0
1484,2500,15.6,0.1016,71.3,0.0437259,0.415295024862393,0
1485,3150,15.6,0.1016,71.3,0.0437259,0.3480203153668202,0
1486,4000,15.6,0.1016,71.3,0.0437259,0.26372749754035185,0
1487,200,15.6,0.1016,39.6,0.0528487,0.5353790517722765,0
1488,250,15.6,0.1016,39.6,0.0528487,0.5654266492940145,0
1489,315,15.6,0.1016,39.6,0.0528487,0.5151700481293378,0
1490,400,15.6,0.1016,39.6,0.0528487,0.4548089451431916,0
1491,500,15.6,0.1016,39.6,0.0528487,0.31706863084000325,0
1492,630,15.6,0.1016,39.6,0.0528487,0.3909910389023321,0
1493,800,15.6,0.1016,39.6,0.0528487,0.41439093785731407,0
1494,1000,15.6,0.1016,39.6,0.0528487,0.046305692846208446,1
1495,1250,15.6,0.1016,39.6,0.0528487,0.6869912093454612,1
1496,1600,15.6,0.1016,39.6,0.0528487,0.29712553513973505,0
1497,2000,15.6,0.1016,39.6,0.0528487,0.19980322812242424,0
1498,2500,15.6,0.1016,39.6,0.0528487,0.18305102773419835,0
1499,3150,15.6,0.1016,39.6,0.0528487,0.15619432552450352,0
1500,4000,15.6,0.1016,39.6,0.0528487,0.08572872071688797,0
1501,5000,15.6,0.1016,39.6,0.0528487,0.0756242188954186,0
1502,6300,15.6,0.1016,39.6,0.0528487,0.021910814476028495,0
