,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,ground_truth
0,7,5,2,4,0.870967741935484,0.0864920744314266,0.10132520229858098,0.09090909090909091,0.19292604501607719,0.4235294117647059,0.7000000000000001,0.0,0.0,0
1,7,4,9,1,0.927741935483871,0.11819434872501723,0.7754192564794183,0.11942959001782533,0.5080385852090032,0.21176470588235297,0.055555555555555546,0.0,0.0,0
2,7,4,9,5,0.927741935483871,0.14679531357684358,0.7962941245455611,0.11942959001782533,0.39871382636655955,0.21176470588235297,0.09999999999999998,0.0,0.0,0
3,8,6,2,4,0.9419354838709679,0.11095796002756719,0.08162307962941247,0.16042780748663102,0.1961414790996785,0.9647058823529411,0.39999999999999997,0.03125,0.0,0
4,8,6,2,6,0.9109677419354838,0.1729841488628532,0.1105898909346781,0.1711229946524064,0.29581993569131837,0.9882352941176471,0.15555555555555553,0.0,0.0,0
5,8,6,7,6,0.9496774193548387,0.290144727773949,0.5630350650873696,0.2620320855614973,0.6430868167202572,0.1647058823529412,0.5555555555555556,0.0,0.0,0
6,8,6,7,0,0.9496774193548387,0.3025499655410062,0.5719479301043744,0.15151515151515152,0.7041800643086817,0.1411764705882353,0.3,0.0,0.0,0
7,8,6,7,0,0.5225230929644918,0.08041153475102386,0.2871673160584969,-0.22610090795552434,-0.23033656889631104,0.4184623719018731,-0.21683174574518566,-0.41683174574518567,-0.41683174574518567,1
8,8,6,8,1,0.9329032258064516,0.44245348035837356,0.8029787733083148,0.12477718360071302,0.35048231511254024,0.5647058823529412,0.5555555555555556,0.0,0.0,0
9,7,5,8,5,0.9522580645161292,0.2994486560992419,0.8100152456901607,0.1265597147950089,0.662379421221865,0.29411764705882354,0.39999999999999997,0.0,0.0,0
10,7,5,8,5,0.9522580645161292,0.2994486560992419,0.8100152456901607,0.1265597147950089,0.5016077170418007,0.4235294117647059,0.7555555555555555,0.0,0.0,0
11,7,5,8,5,0.9561290322580644,0.24844934527911788,0.8269027794065908,0.4028520499108735,0.54983922829582,0.27058823529411763,0.39999999999999997,0.0,0.0,0
12,6,5,7,4,0.5780645161290323,0.24017918676774638,0.7709628239709159,0.014260249554367202,0.47588424437299043,0.6705882352941177,0.7000000000000001,0.0,0.0,0
13,6,5,8,0,0.9316129032258067,0.4321157822191592,0.7958250263867714,0.12477718360071302,0.6141479099678457,0.31764705882352945,0.2,0.0,0.0,0
14,6,5,8,2,0.9574193548387098,0.4555478980013784,0.811187991087135,0.1639928698752228,0.7781350482315113,0.07058823529411767,0.45555555555555555,0.0,0.0,0
15,6,5,8,4,0.9625806451612904,0.4827705031013094,0.8279582502638677,0.24777183600713015,0.6655948553054662,0.34117647058823525,0.5555555555555556,0.0,0.0,0
16,5,5,2,5,0.9419354838709679,0.11957270847691247,0.0854931394394277,0.13903743315508021,0.414790996784566,0.1411764705882353,0.5555555555555556,0.0,0.0,0
17,8,5,9,0,0.8541935483870968,0.10923501033769814,0.7696728040342442,0.05347593582887701,0.46623794212218655,0.37647058823529417,0.5000000000000001,0.0,0.0,0
18,6,4,2,2,0.9096774193548389,0.0923501033769814,0.07376568546968454,0.11229946524064172,0.4405144694533763,0.23529411764705882,0.39999999999999997,0.0,0.0,0
19,6,4,3,5,0.8722580645161291,0.09062715368711234,0.10460888941010907,0.09090909090909091,0.22829581993569137,0.34117647058823525,0.45555555555555555,0.0,0.0,0
20,6,4,8,1,0.9329032258064516,0.44245348035837356,0.8029787733083148,0.12477718360071302,0.5176848874598072,0.29411764705882354,0.25555555555555554,0.0,0.0,0
21,5,4,8,0,0.943225806451613,0.26671261199172985,0.8401548023924006,0.1639928698752228,0.5434083601286175,0.27058823529411763,0.25555555555555554,0.0,0.0,0
22,7,4,5,6,0.975483870967742,0.3280496209510682,0.22528439075876627,1.0,0.604501607717042,0.34117647058823525,0.45555555555555555,0.0,0.0,0
23,7,4,7,5,0.9225806451612903,0.3783597518952447,0.6209686876979008,0.11051693404634581,0.5562700964630225,0.32941176470588235,0.6,0.0,0.0,0
24,7,4,7,5,0.9651612903225808,0.47656788421778085,0.6875806262460421,0.36185383244206776,0.6913183279742765,0.2,0.6,0.0,0.0,0
25,7,4,7,6,0.9380645161290324,0.4869055823569952,0.6960243931042571,0.1889483065953654,0.45337620578778143,0.5294117647058822,0.5555555555555556,0.0,0.0,0
26,7,4,8,4,0.6073153396686888,0.05882864528661619,0.4304768342759513,-0.12618359656269545,0.19654052377822095,-0.12012299050208936,0.2563475977332047,-0.3436524022667953,-0.3436524022667953,1
27,7,4,8,0,0.9316129032258067,0.4321157822191592,0.7958250263867714,0.12477718360071302,0.5530546623794212,0.38823529411764707,0.09999999999999998,0.0,0.0,0
28,6,3,8,5,1.362676492402839,0.8960488051571127,1.2355593654020782,0.5431905513988711,1.2991270680692635,0.5046878776020796,0.6543610802164587,0.39880552466090313,0.39880552466090313,1
29,6,3,8,6,0.9651612903225808,0.5106822880771882,0.8451976075993902,0.1443850267379679,0.662379421221865,0.2823529411764706,0.3555555555555555,0.0,0.0,0
30,6,3,8,4,0.975483870967742,0.2894555478980014,0.8026269496892224,0.28342245989304815,0.7459807073954985,0.10588235294117648,0.3555555555555555,0.0,0.0,0
31,6,3,8,0,1.0869861014926239,0.49759369136390297,1.0083178862976268,0.31161033241666514,0.474439685145772,0.9262270882098915,0.9850506176216562,0.18505061762165625,0.18505061762165625,1
32,6,3,8,4,0.9019354838709677,0.23638869745003446,0.81963175794535,0.10338680926916222,0.5916398713826367,0.25882352941176473,0.15555555555555553,0.0,0.0,0
33,6,3,8,6,0.4766810341967499,-0.20853494588372873,0.36786388033633666,-0.3262170165191378,0.0331378332839814,-0.18290150849774744,-0.10969889411866252,-0.46525444967421803,-0.46525444967421803,1
34,6,3,8,0,0.943225806451613,0.26671261199172985,0.8401548023924006,0.1639928698752228,0.6109324758842445,0.2,0.25555555555555554,0.0,0.0,0
35,6,3,8,1,0.9238709677419354,0.2742935906271537,0.8470740002345492,0.11229946524064172,0.5144694533762058,0.5529411764705883,0.45555555555555555,0.0,0.0,0
36,6,3,9,1,0.927741935483871,0.11819434872501723,0.7754192564794183,0.11942959001782533,0.627009646302251,0.10588235294117648,0.45555555555555555,0.0,0.0,0
37,7,4,9,4,0.9200000000000002,0.13921433494141972,0.7912513193385716,0.1550802139037433,0.2926045016077171,0.5294117647058822,0.5555555555555556,0.0,0.0,0
38,7,3,9,5,0.927741935483871,0.14679531357684358,0.7962941245455611,0.11942959001782533,0.5016077170418007,0.1411764705882353,0.39999999999999997,0.0,0.0,0
39,4,4,2,1,0.895483870967742,0.08476912474155755,0.07001290019936672,0.0677361853832442,0.3826366559485531,0.32941176470588235,0.25555555555555554,0.0,0.0,0
40,4,4,6,1,0.7845161290322582,0.20503101309441765,0.4207810484343849,0.026737967914438505,0.6784565916398715,0.25882352941176473,0.3,0.0,0.0,0
41,4,4,7,5,0.9225806451612903,0.3301171605789111,0.7227629881552716,0.15864527629233513,0.5209003215434085,0.31764705882352945,0.7000000000000001,0.0,0.0,0
42,4,4,7,1,0.9819354838709677,0.3694004135079256,0.7496188577459835,0.30303030303030304,0.4630225080385853,0.4588235294117647,0.5555555555555556,0.0,0.0,0
43,4,4,8,5,0.9522580645161292,0.2994486560992419,0.8100152456901607,0.1265597147950089,0.559485530546624,0.38823529411764707,0.25555555555555554,0.0,0.0,0
44,4,4,8,2,0.9212903225806452,0.28187456926257753,0.8535240999179079,0.11051693404634581,0.3440514469453377,0.6941176470588235,0.5000000000000001,0.0,0.0,0
45,5,6,8,2,0.5272764430330352,-0.15875188003670543,0.35441952175451563,-0.16478496804165865,0.3138504498787982,-0.3423250749935303,-0.04820742793470684,-0.4482074279347068,-0.4482074279347068,1
46,5,6,8,0,0.9316129032258067,0.4321157822191592,0.7958250263867714,0.12477718360071302,0.4019292604501608,0.6470588235294117,0.3555555555555555,0.0,0.0,0
47,6,6,6,0,0.8399321675599454,0.07662766121282091,0.37588286685667627,0.06181705054539749,0.5345489085619162,0.11279744270226025,0.16573861917284846,-0.13426138082715153,-0.13426138082715153,1
48,4,4,2,0,0.8838709677419356,0.07856650585802895,0.06661193854814121,0.0730837789661319,0.30868167202572355,0.23529411764705882,0.15555555555555553,0.0,0.0,0
49,4,4,2,0,0.889032258064516,0.17608545830461753,0.112466283569837,0.08912655971479501,0.28295819935691324,0.36470588235294116,0.6,0.0,0.0,0
50,4,4,8,3,0.9574193548387098,0.4682977257064094,0.8191626597865603,0.1639928698752228,0.5980707395498392,0.02352941176470591,0.09999999999999998,0.0,0.0,0
51,4,3,7,6,0.9225806451612903,0.33942108890420397,0.7309722059340918,0.11229946524064172,0.6205787781350482,0.22352941176470592,0.2,0.0,0.0,0
52,4,3,7,2,0.9470967741935483,0.3793935217091661,0.7578280755248036,0.1711229946524064,0.5852090032154342,0.31764705882352945,0.5000000000000001,0.0,0.0,0
53,4,3,7,2,0.9470967741935483,0.3793935217091661,0.7578280755248036,0.1711229946524064,0.5852090032154342,0.31764705882352945,0.5000000000000001,0.0,0.0,0
54,4,3,7,3,0.9419354838709679,0.39007580978635426,0.7662718423830186,0.11229946524064172,0.4951768488745982,0.35294117647058826,0.3555555555555555,0.0,0.0,0
55,4,3,8,3,0.9574193548387098,0.4682977257064094,0.8191626597865603,0.1639928698752228,0.819935691318328,0.10588235294117648,0.2,0.0,0.0,0
56,4,3,8,1,0.9238709677419354,0.2742935906271537,0.8470740002345492,0.11229946524064172,0.5016077170418007,0.5647058823529412,0.5000000000000001,0.0,0.0,0
57,4,3,9,6,0.9535483870967743,0.15644383184011026,0.8020405769907353,0.15686274509803924,0.37299035369774924,0.411764705882353,0.25555555555555554,0.0,0.0,0
58,2,2,1,0,0.8425806451612905,0.02825637491385252,0.03060865486102967,0.03743315508021391,0.37620578778135055,0.29411764705882354,0.5555555555555556,0.0,0.0,0
59,2,2,1,4,0.8761290322580646,0.04169538249483115,0.04116336343379852,0.0944741532976827,0.32475884244373,0.4235294117647059,0.055555555555555546,0.0,0.0,0
60,2,2,2,6,0.9109677419354838,0.1729841488628532,0.1105898909346781,0.1711229946524064,0.2990353697749197,0.2823529411764706,0.6,0.0,0.0,0
61,2,2,2,6,0.9109677419354838,0.1729841488628532,0.1105898909346781,0.1711229946524064,0.10610932475884247,0.5176470588235293,0.6555555555555556,0.0,0.0,0
62,2,2,7,3,0.9587096774193549,0.2556857339765679,0.5379383135921192,0.13725490196078433,0.5337620578778135,0.23529411764705882,0.5000000000000001,0.0,0.0,0
63,2,2,7,6,0.9225806451612903,0.33942108890420397,0.7309722059340918,0.11229946524064172,0.5980707395498392,0.21176470588235297,0.25555555555555554,0.0,0.0,0
64,2,2,7,0,0.9341935483870967,0.35182632667126124,0.7398850709510965,0.10338680926916222,0.672025723472669,0.18823529411764706,0.3,0.0,0.0,0
65,2,2,7,3,0.9419354838709679,0.39007580978635426,0.7662718423830186,0.11229946524064172,0.527331189710611,0.34117647058823525,0.45555555555555555,0.0,0.0,0
66,2,2,8,4,0.9509677419354841,0.40248104755341146,0.7741292365427466,0.21746880570409982,0.6688102893890677,0.25882352941176473,0.45555555555555555,0.0,0.0,0
67,2,2,8,4,0.9509677419354841,0.40248104755341146,0.7741292365427466,0.21746880570409982,0.559485530546624,0.21176470588235297,0.5555555555555556,0.0,0.0,0
68,2,2,8,4,0.9509677419354841,0.40248104755341146,0.7741292365427466,0.21746880570409982,0.559485530546624,0.21176470588235297,0.6555555555555556,0.0,0.0,0
69,4,5,2,4,0.9419354838709679,0.11095796002756719,0.08162307962941247,0.16042780748663102,0.48231511254019294,0.1294117647058824,0.45555555555555555,0.0,0.0,0
70,4,5,2,4,0.935483870967742,0.16264645072363887,0.1054298111879911,0.22281639928698754,0.43729903536977505,0.1411764705882353,0.7999999999999999,0.0,0.0,0
71,4,5,8,4,0.975483870967742,0.2894555478980014,0.8026269496892224,0.28342245989304815,0.49839228295819943,0.25882352941176473,0.3555555555555555,0.0,0.0,0
72,5,4,2,4,0.49073164418935167,-0.34024587965404907,-0.3695807600522038,-0.29077603219498527,-0.02033567247904383,-0.3335567808580868,0.2043517158739393,-0.45120383968161626,-0.45120383968161626,1
73,5,4,7,1,0.9045161290322581,0.5037904893177119,0.7113873578046207,0.16042780748663102,0.4855305466237943,0.32941176470588235,0.45555555555555555,0.0,0.0,0
74,5,4,8,4,0.9625806451612904,0.4827705031013094,0.8279582502638677,0.24777183600713015,0.8167202572347267,0.1764705882352941,0.09999999999999998,0.0,0.0,0
75,9,9,1,3,0.8451612903225807,0.019641626464507234,0.02193033892341973,0.13725490196078433,0.1446945337620579,0.7529411764705882,0.3,0.0,0.0,0
76,9,9,1,4,0.8761290322580646,0.04169538249483115,0.04116336343379852,0.0944741532976827,0.4340836012861737,0.32941176470588235,0.3,0.0,0.0,0
77,1,3,2,0,0.889032258064516,0.17608545830461753,0.112466283569837,0.08912655971479501,0.1961414790996785,0.6705882352941177,0.3,0.0,0.0,0
78,1,2,7,4,0.9212903225806452,0.3683666436940041,0.612055822680896,0.22281639928698754,0.4019292604501608,0.6000000000000001,0.25555555555555554,0.0,0.0,0
79,1,2,7,1,0.9329032258064516,0.4138525155065472,0.6493491263046793,0.12477718360071302,0.6237942122186497,0.047058823529411764,0.7000000000000001,0.0,0.0,0
80,1,2,7,6,0.9380645161290324,0.4869055823569952,0.6960243931042571,0.1889483065953654,0.5562700964630225,0.2823529411764706,0.6555555555555556,0.0,0.0,0
81,1,2,7,6,0.5830028113771988,-0.00015674487988764918,0.3913943721500002,-0.2272783685434499,0.16524531734131037,0.0015986368041436272,-0.1395778337840916,-0.3395778337840916,-0.3395778337840916,1
82,1,2,7,1,1.4606749557529641,0.848139885389922,1.2283583296279799,0.7817697749122994,1.0060706615926074,0.9022688836467023,0.9342950274375519,0.4787394718819964,0.4787394718819964,1
83,1,2,7,2,0.9470967741935483,0.3793935217091661,0.7578280755248036,0.1711229946524064,0.4630225080385853,0.37647058823529417,0.055555555555555546,0.0,0.0,0
84,1,2,7,3,0.9419354838709679,0.39007580978635426,0.7662718423830186,0.11229946524064172,0.5787781350482315,0.35294117647058826,0.3555555555555555,0.0,0.0,0
85,1,2,8,3,0.9574193548387098,0.4682977257064094,0.8191626597865603,0.1639928698752228,0.6205787781350482,0.0,0.055555555555555546,0.0,0.0,0
86,1,2,8,3,0.9574193548387098,0.4682977257064094,0.8191626597865603,0.1639928698752228,0.7459807073954985,0.1411764705882353,0.2,0.0,0.0,0
87,1,2,8,3,0.9574193548387098,0.4682977257064094,0.8191626597865603,0.1639928698752228,0.6495176848874598,0.22352941176470592,0.2,0.0,0.0,0
88,1,2,8,6,0.9651612903225808,0.5106822880771882,0.8451976075993902,0.1443850267379679,0.7427652733118972,0.24705882352941178,0.3555555555555555,0.0,0.0,0
89,6,5,2,5,0.9419354838709679,0.11957270847691247,0.0854931394394277,0.13903743315508021,0.48874598070739556,0.11764705882352944,0.5000000000000001,0.0,0.0,0
90,6,5,7,5,0.5005623248528046,-0.09190115972957463,0.3007446678467859,-0.2633730440161506,-0.02008905985832493,0.09562873851504361,0.17798167969151424,-0.42201832030848574,-0.42201832030848574,1
91,8,6,2,4,0.9419354838709679,0.11957270847691247,0.0854931394394277,0.13903743315508021,0.48874598070739556,0.10588235294117648,0.5555555555555556,0.0,0.0,0
92,8,6,7,6,0.9496774193548387,0.290144727773949,0.5630350650873696,0.2620320855614973,0.5980707395498392,0.2,0.6555555555555556,0.0,0.0,0
93,8,6,7,6,0.9380645161290324,0.4869055823569952,0.6960243931042571,0.1889483065953654,0.5144694533762058,0.32941176470588235,0.5000000000000001,0.0,0.0,0
94,8,6,7,0,0.9341935483870967,0.35182632667126124,0.7398850709510965,0.10338680926916222,0.6816720257234727,0.08235294117647057,0.25555555555555554,0.0,0.0,0
95,4,4,8,6,1.323568525321043,0.7137799479216966,1.2242566620555901,0.49300099038918166,0.9090472101047792,0.9839100812982725,0.5074394930629784,0.40743949306297844,0.40743949306297844,1
96,3,4,1,5,1.099543083004911,0.2820294661444587,0.284404982776793,0.3045985714759591,0.5958733392024007,0.6464880545419127,0.41380831597982126,0.2582527604242657,0.2582527604242657,1
97,3,4,2,5,0.6490322580645163,0.004479669193659544,0.008912865017004808,0.012477718360071301,0.48874598070739556,0.10588235294117648,0.5555555555555556,0.0,0.0,0
98,3,4,7,6,0.9380645161290324,0.4869055823569952,0.6960243931042571,0.1889483065953654,0.30225080385852093,0.8470588235294116,0.45555555555555555,0.0,0.0,0
99,3,4,7,6,0.9380645161290324,0.4869055823569952,0.6960243931042571,0.1889483065953654,0.5659163987138265,0.2823529411764706,0.5555555555555556,0.0,0.0,0
100,3,4,7,6,1.1013276178669003,0.6501686840948631,0.859287494842125,0.3522114083332333,0.7291795004516943,0.4456160429143385,0.7188186572934234,0.1632631017378679,0.1632631017378679,1
101,3,4,7,1,0.9045161290322581,0.5037904893177119,0.7113873578046207,0.16042780748663102,0.392282958199357,0.6000000000000001,0.5555555555555556,0.0,0.0,0
102,2,4,7,1,0.9819354838709677,0.3694004135079256,0.7496188577459835,0.30303030303030304,0.5755627009646302,0.29411764705882354,0.39999999999999997,0.0,0.0,0
103,2,4,8,5,0.9522580645161292,0.4135079255685734,0.7816348070833822,0.1532976827094474,0.7041800643086817,0.1647058823529412,0.45555555555555555,0.0,0.0,0
104,2,4,0,5,0.6120418645530087,-0.19706331318870457,-0.2043808080202596,-0.15432924694144254,-0.10634419498438377,0.5351538190122117,0.09397734842397634,-0.20602265157602365,-0.20602265157602365,1
105,4,5,2,4,0.6754775454079067,-0.1282146801984605,-0.1336856061751105,-0.14170835534535653,0.1460013499924933,0.24367488886141714,0.4639363267699138,-0.19161922878564175,-0.19161922878564175,1
106,4,5,2,3,0.9380645161290324,0.1019986216402481,0.07787029435909465,0.13368983957219252,0.5144694533762058,0.1647058823529412,0.3,0.0,0.0,0
107,4,5,7,6,0.9225806451612903,0.33942108890420397,0.7309722059340918,0.11229946524064172,0.617363344051447,0.21176470588235297,0.3,0.0,0.0,0
108,4,5,8,5,0.9522580645161292,0.2994486560992419,0.8100152456901607,0.1265597147950089,0.581993569131833,0.35294117647058826,0.3,0.0,0.0,0
109,4,5,8,0,0.9019354838709677,0.3125430737422467,0.8232672686759704,0.1265597147950089,0.48874598070739556,0.4823529411764706,0.5555555555555556,0.0,0.0,0
110,4,4,2,4,0.8670967741935485,0.06340454858718125,0.05793362261053125,0.049910873440285206,0.36977491961414793,0.32941176470588235,0.6,0.0,0.0,0
111,3,4,2,4,0.9419354838709679,0.11095796002756719,0.08162307962941247,0.16042780748663102,0.5337620578778135,0.03529411764705884,0.45555555555555555,0.0,0.0,0
112,3,4,8,6,0.9161290322580646,0.30634045485871814,0.8168171689926117,0.0855614973262032,0.662379421221865,0.2823529411764706,0.3555555555555555,0.0,0.0,0
113,3,4,8,0,0.943225806451613,0.26671261199172985,0.8401548023924006,0.1639928698752228,0.5369774919614148,0.23529411764705882,0.25555555555555554,0.0,0.0,0
114,3,4,2,1,0.895483870967742,0.08476912474155755,0.07001290019936672,0.0677361853832442,0.43729903536977505,0.1411764705882353,0.7999999999999999,0.0,0.0,0
115,3,5,2,1,1.2762119963511624,0.46549725012497817,0.45074102558278734,0.4484643107666648,0.8083808585023917,0.521904595971656,1.0362836809389762,0.3807281253834206,0.3807281253834206,1
116,3,4,2,5,0.9419354838709679,0.11957270847691247,0.0854931394394277,0.13903743315508021,0.30225080385852093,0.1764705882352941,0.6555555555555556,0.0,0.0,0
117,3,4,2,5,0.9419354838709679,0.11957270847691247,0.0854931394394277,0.13903743315508021,0.41800643086816724,0.1411764705882353,0.5000000000000001,0.0,0.0,0
118,3,4,2,0,0.9212903225806452,0.1330117160578911,0.09229506274187874,0.11051693404634581,0.27009646302250806,0.1764705882352941,0.39999999999999997,0.0,0.0,0
119,3,4,7,3,0.9587096774193549,0.2556857339765679,0.5379383135921192,0.13725490196078433,0.559485530546624,0.24705882352941178,0.3,0.0,0.0,0
120,3,4,7,0,0.9393548387096775,0.4972432804962095,0.7039990618036825,0.19073083778966132,0.26045016077170424,0.6941176470588235,0.2,0.0,0.0,0
121,3,4,7,0,0.9393548387096775,0.4972432804962095,0.7039990618036825,0.19073083778966132,0.4790996784565918,0.32941176470588235,0.5555555555555556,0.0,0.0,0
122,3,4,8,6,0.9509677419354841,0.4238456237077877,0.7890231030843204,0.15151515151515152,0.6527331189710612,0.31764705882352945,0.5555555555555556,0.0,0.0,0
123,3,4,8,1,0.8477419354838711,0.24913852515506552,0.7787029435909464,0.05704099821746881,0.504823151125402,0.35294117647058826,0.3,0.0,0.0,0
124,3,4,8,4,0.975483870967742,0.2894555478980014,0.8026269496892224,0.28342245989304815,0.5659163987138265,0.411764705882353,0.5555555555555556,0.0,0.0,0
125,3,4,9,6,0.9535483870967743,0.15644383184011026,0.8020405769907353,0.15686274509803924,0.5916398713826367,0.10588235294117648,0.5555555555555556,0.0,0.0,0
126,3,5,2,0,0.889032258064516,0.17608545830461753,0.112466283569837,0.08912655971479501,0.2186495176848875,0.39999999999999997,0.2,0.0,0.0,0
127,3,5,8,4,0.9651612903225808,0.5106822880771882,0.8451976075993902,0.1443850267379679,0.48231511254019294,0.32941176470588235,0.3,0.0,0.0,0
128,3,5,9,2,0.7769288087091785,-0.03432661024549144,0.6197954524253436,-0.06844408531646713,0.27937876203352235,0.2035701749330872,0.19441984813570157,-0.16113570741985395,-0.16113570741985395,1
129,2,5,9,6,0.9535483870967743,0.15644383184011026,0.8020405769907353,0.15686274509803924,0.42443729903536986,0.23529411764705882,0.055555555555555546,0.0,0.0,0
130,4,6,1,5,0.6387096774193548,0.07029634734665748,0.09299870998006333,0.014260249554367202,0.42443729903536986,0.29411764705882354,0.25555555555555554,0.0,0.0,0
131,4,6,2,0,0.8838709677419356,0.07856650585802895,0.06661193854814121,0.0730837789661319,0.3794212218649518,0.2823529411764706,0.3,0.0,0.0,0
132,4,6,2,6,0.9109677419354838,0.1729841488628532,0.1105898909346781,0.1711229946524064,0.27009646302250806,0.36470588235294116,0.5000000000000001,0.0,0.0,0
